равняются,rɐvnʲæjʊt͡sə
вклад,fkɫat
укрываете,ʊkrɨvajɪtʲe
обнимите,ɐbnʲɪmʲitʲe
колике,kolʲɪkʲe
устрашать,ʊstrɐʂatʲ
развёртывайтесь,rɐzvʲɵrtɨvəjtʲɪsʲ
нахождений,nəxɐʐdʲenʲɪj
ограбишь,ɐɡrabʲɪʂ
провозглашённый,prəvəzɡɫɐʂonːɨj
переодевая,pʲɪrʲɪədʲɪvajə
трубочисту,trʊbɐt͡ɕistʊ
замки,zɐmkʲi
аксессуар,ɐksɨsʊar
воскрешал,vəskrʲɪʂaɫ
сбалансированностями,zbəɫɐn⁽ʲ⁾sʲirəvənːəsʲtʲəmʲɪ
ссылок,sːɨɫək
складывать,skɫadɨvətʲ
транссексуальный,transːɨksʊalʲnɨj
пульсами,pulʲsəmʲɪ
ёжившимися,jɵʐɨfʂɨmʲɪsʲə
прострелять,prəstrʲɪlʲætʲ
ослепнете,ɐs⁽ʲ⁾lʲepnʲɪtʲe
пикте,pʲiktʲe
сабинянине,sɐbʲinʲɪnʲɪnʲe
глыба,ɡɫɨbə
насвистываете,nɐsvʲistɨvəjɪtʲe
гидросамолётом,ɡʲidrəsəmɐlʲɵtəm
стрясёт,strʲɪsʲɵt
важничай,vaʐnʲɪt͡ɕɪj
деисты,dɨistɨ
заливок,zɐlʲivək
ботаника,bɐtanʲɪkə
склочницами,skɫot͡ɕnʲɪt͡səmʲɪ
анархизмами,ɐnɐrxʲizməmʲɪ
облагаемый,ɐbɫɐɡajɪmɨj
террористы,tɨrɐrʲistɨ
успокоится,ʊspɐkoɪt͡sə
ручниками,rʊt͡ɕnʲɪkamʲɪ
дёрнемся,dʲɵrnʲɪmsʲə
дизелям,dʲizʲɪlʲəm
одобрявши,ɐdɐbrʲafʂɨ
благородиями,bɫəɡɐrodʲɪjəmʲɪ
мочеточникам,mət͡ɕɪtot͡ɕnʲɪkəm
обучав,ɐbʊt͡ɕaf
пассивен,pɐsʲivʲɪn
пристанях,prʲɪstɐnʲax
камелиях,kɐmʲelʲɪjəx
любвеобилен,lʲʊbvʲɪɐbʲilʲɪn
семействам,sʲɪmʲejstvəm
лесотундровый,lʲesɐtundrəvɨj
поясняла,pəjɪsʲnʲaɫə
квалификациям,kvəlʲɪfʲɪkat͡sɨjəm
зазванный,zazvənːɨj
песчинкой,pʲɪɕːinkəj
воскликнувший,vɐsklʲiknʊfʂɨj
воссоединяет,vəsːəjɪdʲɪnʲæjɪt
разрядят,rəzrʲɪdʲat
сотворённый,sətvɐrʲɵnːɨj
закромами,zəkrɐmamʲɪ
решетил,rʲɪʂɛtʲɪɫ
гарантируюсь,ɡərɐnʲtʲirʊjʉsʲ
тузах,tʊzax
клубникою,kɫʊbnʲikəjʊ
снижениями,sʲnʲɪʐɛnʲɪjəmʲɪ
уменьшит,ʊmʲenʲʂɨt
рассказчика,rɐskaɕːɪkə
зарвавшись,zɐrvafʂɨsʲ
фотоплёнками,fətɐplʲɵnkəmʲɪ
текстили,tʲɪksʲtʲilʲɪ
политруку,pəlʲɪtrʊku
пальмовый,palʲməvɨj
лошадкам,ɫɐʂatkəm
шпингалете,ʂpʲɪnɡɐlʲetʲe
ровесников,rɐvʲesʲnʲɪkəf
дерзни,dʲɪrz⁽ʲ⁾nʲi
благодари,bɫəɡədɐrʲi
обезоружишь,ɐbʲɪzɐruʐɨʂ
выставившись,vɨstəvʲɪfʂɨsʲ
говорунов,ɡəvərʊnof
ярка,jarkə
расплюйтесь,rɐsplʲʉjtʲɪsʲ
бензобакам,bʲɪnzɐbakəm
побежала,pəbʲɪʐaɫə
вздремнул,vzdrʲɪmnuɫ
показывали,pɐkazɨvəlʲɪ
поклоняюсь,pəkɫɐnʲæjʉsʲ
вовлекав,vəvlʲɪkaf
кивайте,kʲɪvajtʲe
приоритету,prʲɪərʲɪtʲetʊ
рассылает,rəsːɨɫajɪt
кракозяброю,krəkɐzʲabrəjʊ
блузникам,bɫuzʲnʲɪkəm
питавший,pʲɪtafʂɨj
штаммам,ʂtaməm
озорством,ɐzɐrstvom
дохожу,dəxɐʐu
вдумчивостях,vdumt͡ɕɪvəsʲtʲəx
скандалите,skɐndalʲɪtʲe
допустишь,dɐpusʲtʲɪʂ
приостановитесь,prʲɪəstənɐvʲitʲɪsʲ
уверилось,ʊvʲerʲɪɫəsʲ
тутой,tutəj
увольняешься,ʊvɐlʲnʲæjɪʂsʲə
монументов,mənʊmʲentəf
снегирями,sʲnʲɪɡʲɪrʲæmʲɪ
небосводах,nʲɪbɐsvodəx
уменьшаемся,ʊmʲɪnʲʂajɪmsʲə
зазнавалось,zəznɐvaɫəsʲ
прикипи,prʲɪkʲɪpʲi
вкрутую,fkrʊtujʊ
императоре,ɪm⁽ʲ⁾pʲɪratərʲe
неопытный,nʲɪopɨtnɨj
стегай,sʲtʲɪɡaj
дискурсов,dʲɪskursəf
планшетами,pɫɐnʂɛtəmʲɪ
прикусите,prʲɪkusʲɪtʲe
напирая,nəpʲɪrajə
утятах,ʊtʲatəx
продкарта,protkartə
холодцу,xəɫɐt͡sːu
распел,rɐspʲeɫ
расклады,rɐskɫadɨ
оплатила,ɐpɫɐtʲiɫə
кланяешься,kɫanʲɪjɪʂsʲə
отгадайте,ɐdɡɐdajtʲe
доработаете,dərɐbotəjɪtʲe
повернутся,pəvʲɪrnut͡sːə
грохнешься,ɡroxnʲɪʂsʲə
парчи,pɐrt͡ɕi
питайся,pʲɪtajsʲə
поминавший,pəmʲɪnafʂɨj
услужливо,ʊsɫuʐlʲɪvə
перетруждающийся,pʲɪrʲɪtrʊʐdajʉɕːɪjsʲə
когортам,kɐɡortəm
ароматах,ɐrɐmatəx
недоделал,nʲɪdɐdʲeɫəɫ
лесоматериалов,lʲesəmətʲɪrʲɪaɫəf
изменила,ɪzmʲɪnʲiɫə
овину,ɐvʲinʊ
жиде,ʐɨdʲe
процедил,prət͡sɨdʲiɫ
вскрытый,fskrɨtɨj
винам,vʲinəm
серьгах,sʲerʲɡəx
механизируя,mʲɪxənʲɪzʲirʊjə
дереворубка,dʲerʲɪvɐrupkə
истекло,ɪsʲtʲɪkɫo
мистификации,mʲɪsʲtʲɪfʲɪkat͡sɨɪ
искупавши,ɪskʊpafʂɨ
вывихнем,vɨvʲɪxnʲɪm
разрисовывая,rəzrʲɪsovɨvəjə
похуистом,pəxʊistəm
ловеласе,ɫəvʲɪɫasʲe
выноситесь,vɨnɐsʲitʲɪsʲ
предоставлений,prʲɪdəstɐvlʲenʲɪj
фалломорфируете,faɫəmɐrfʲirʊjɪtʲe
выгоните,vɨɡənʲɪtʲe
тяпками,tʲapkəmʲɪ
культивируйте,kʊlʲtʲɪvʲirʊjtʲe
очечники,ɐt͡ɕeʂnʲɪkʲɪ
полюбись,pəlʲʉbʲisʲ
всплеснёте,fsplʲɪsʲnʲɵtʲe
кличкам,klʲit͡ɕkəm
докуривавши,dɐkurʲɪvəfʂɨ
тятею,tʲætʲɪjʊ
васильков,vəsʲɪlʲkof
взвесить,vzvʲesʲɪtʲ
налилось,nɐlʲiɫəsʲ
поругаю,pərʊɡajʊ
ошеломлению,ɐʂɨɫɐmlʲenʲɪjʊ
устаивают,ʊstaɪvəjʊt
колдую,kɐɫdujʊ
наседавший,nəsʲɪdafʂɨj
услеживало,ʊs⁽ʲ⁾lʲeʐɨvəɫə
чихание,t͡ɕɪxanʲɪje
учёные,ʊt͡ɕɵnɨje
недовольствах,nʲɪdɐvolʲstvəx
сплетёте,splʲɪtʲɵtʲe
потребления,pətrʲɪblʲenʲɪjə
изрекаете,ɪzrʲɪkajɪtʲe
озлобят,ɐzɫobʲət
хрюкающий,xrʲukəjʉɕːɪj
аггелы,aɡʲɪɫɨ
диспетчере,dʲɪspʲet͡ɕːɪrʲe
коловрате,kəɫɐvratʲe
качала,kɐt͡ɕaɫə
овациям,ɐvat͡sɨjəm
присчитанный,prʲɪɕːitənːɨj
извлекай,ɪzvlʲɪkaj
соколу,sɐkoɫʊ
заоравши,zɐɐrafʂɨ
пукаем,pukəjɪm
парониму,pɐronʲɪmʊ
расслаблялось,rəsːɫɐblʲaɫəsʲ
перерастут,pʲɪrʲɪrɐstut
приезжаете,prʲɪjɪʐːajɪtʲe
заповедника,zəpɐvʲedʲnʲɪkə
нанимательница,nənʲɪmatʲɪlʲnʲɪt͡sə
прилегав,prʲɪlʲɪɡaf
секунде,sʲɪkunʲdʲe
картошку,kɐrtoʂkʊ
ночуют,nɐt͡ɕʉjʊt
галилеянине,ɡəlʲɪlʲejɪnʲɪnʲe
терминам,tʲɪrmʲinəm
топсели,topsʲɪlʲɪ
кенгурёнка,kʲɪnɡʊrʲɵnkə
укрывай,ʊkrɨvaj
шабашах,ʂɐbaʂəx
рассолах,rɐsːoɫəx
загребённый,zəɡrʲɪbʲɵnːɨj
устраивайся,ʊstraɪvəjsʲə
снуй,snuj
панацеям,pənɐt͡sɛjəm
недопив,nʲɪdɐpʲif
вталкиваете,ftaɫkʲɪvəjɪtʲe
криптовирусам,krʲɪptɐvʲirʊsəm
пиарщикам,pʲɪarɕːɪkəm
кавычка,kɐvɨt͡ɕkə
часику,t͡ɕæsʲɪkʊ
заначек,zɐnat͡ɕɪk
дуришь,dʊrʲiʂ
гусеницей,ɡusʲɪnʲɪt͡sɨj
командора,kəmɐndorə
чиркаш,t͡ɕɪrkaʂ
запахал,zəpɐxaɫ
настучавши,nəstʊt͡ɕafʂɨ
погревши,pɐɡrʲefʂɨ
затрепещите,zətrʲɪpʲɪɕːitʲe
расформируем,rəsfərmʲɪrujɪm
баем,bajɪm
шалавы,ʂɐɫavɨ
притуляетесь,prʲɪtʊlʲæjɪtʲɪsʲ
шафран,ʂɐfran
обнёсши,ɐbnʲɵʂːɨ
изнасилованиям,ɪznɐsʲiɫəvənʲɪjəm
разболтало,rəzbɐɫtaɫə
расстроилось,rɐsːtroɪɫəsʲ
спрашивав,spraʂɨvəf
опровергните,ɐprɐvʲerɡnʲɪtʲe
паремью,pərʲɪm⁽ʲ⁾ju
подсобками,pɐt͡ssopkəmʲɪ
тризной,trʲiznəj
допытается,dəpɨtajɪt͡sə
брызнуло,brɨznʊɫə
бюджетников,bʲʊd͡ʐʐɛtʲnʲɪkəf
пошаривший,pɐʂarʲɪfʂɨj
обзатыленный,ɐbzɐtɨlʲɪnːɨj
ощупывайте,ɐɕːupɨvəjtʲe
децилитр,dʲɪt͡sɨlʲitr
кнехту,knɛxtʊ
белей,bʲɪlʲej
воняло,vɐnʲaɫə
обладателями,ɐbɫɐdatʲɪlʲəmʲɪ
пощёлкавши,pɐɕːɵɫkəfʂɨ
рассеиваешься,rɐsʲːeɪvəjɪʂsʲə
посапывавши,pɐsapɨvəfʂɨ
отслеживаний,ɐt͡ss⁽ʲ⁾lʲeʐɨvənʲɪj
посчастливилось,pəɕːɪs⁽ʲ⁾lʲivʲɪɫəsʲ
измучивать,ɪzmut͡ɕɪvətʲ
заточат,zɐtot͡ɕət
наделывали,nɐdʲeɫɨvəlʲɪ
прапрадеда,prɐpradʲɪdə
цидулю,t͡sɨdulʲʊ
угаснув,ʊɡasnʊf
высек,vɨsʲɪk
поэтиках,pɐɛtʲɪkəx
казармам,kɐzarməm
бандан,bɐndan
обсаживаешь,ɐpsaʐɨvəjɪʂ
спецхран,spʲɪt͡sxran
герои,ɡʲɪroɪ
ёбаре,jɵbərʲe
посчитываю,pɐɕːitɨvəjʊ
экономке,ɪkɐnomkʲe
колдунами,kəɫdʊnamʲɪ
затрясёшь,zətrʲɪsʲɵʂ
прогуляет,prəɡʊlʲæjɪt
суживающий,suʐɨvəjʉɕːɪj
поношением,pənɐʂɛnʲɪjɪm
помирюсь,pəmʲɪrʲʉsʲ
слышащей,sɫɨʂəɕːɪj
плутню,pɫutʲnʲʊ
хамоне,xɐmonʲe
обувшись,ɐbufʂɨsʲ
прикольно,prʲɪkolʲnə
четвёртою,t͡ɕɪtvʲɵrtəjʊ
ужмёшь,ʊʐmʲɵʂ
надрезом,nɐdrʲezəm
завалитесь,zəvɐlʲitʲɪsʲ
неправдою,nʲɪpravdəjʊ
выживанием,vɨʐɨvanʲɪjɪm
литосфер,lʲɪtɐsfʲer
поссорился,pɐsːorʲɪɫs⁽ʲ⁾ə
пансионаты,pən⁽ʲ⁾sʲɪɐnatɨ
выстрелив,vɨstrʲɪlʲɪf
сгущаешь,zɡʊɕːæjɪʂ
приваливаетесь,prʲɪvalʲɪvəjɪtʲɪsʲ
арча,ɐrt͡ɕa
годин,ɡɐdʲin
арго,ɐrɡo
суперы,supʲɪrɨ
видеомагнитофонов,vʲidʲɪəməɡnʲɪtɐfonəf
раздвоенностью,rɐzdvojɪnːəsʲtʲjʊ
окотами,ɐkotəmʲɪ
умолкнувши,ʊmoɫknʊfʂɨ
усыплённый,ʊsɨplʲɵnːɨj
благом,bɫaɡəm
ошикаете,ɐʂɨkəjɪtʲe
нагрузках,nɐɡruskəx
опаздывала,ɐpazdɨvəɫə
абразивном,ɐbrɐzʲivnəm
понуждавший,pənʊʐdafʂɨj
напугать,nəpʊɡatʲ
выскочат,vɨskət͡ɕət
госаппаратам,ɡosəpɐratəm
крыле,krɨlʲe
расстанься,rɐsːtanʲsʲə
прелюбодействуете,prʲɪlʲʊbɐdʲejstvʊjɪtʲe
полушубкам,poɫʊʂupkəm
обваливаете,ɐbvalʲɪvəjɪtʲe
завернувши,zəvʲɪrnufʂɨ
виртуозностями,vʲɪrtʊoznəsʲtʲəmʲɪ
жандарме,ʐɐndarmʲe
насмотрю,nəsmɐtrʲu
преходите,prʲɪxodʲɪtʲe
пластмассе,pɫɐstmasʲːe
увольняя,ʊvɐlʲnʲæjə
восстанавливаешься,vəsːtɐnavlʲɪvəjɪʂsʲə
клубок,kɫʊbok
сопереживающий,səpʲɪrʲɪʐɨvajʉɕːɪj
заклинать,zəklʲɪnatʲ
съёжитесь,sjɵʐɨtʲɪsʲ
острый,ostrɨj
обвиняясь,ɐbvʲɪnʲæjɪsʲ
лесоповалах,lʲesəpɐvaɫəx
попустителем,pəpʊsʲtʲitʲɪlʲɪm
подготавливавши,pədɡɐtavlʲɪvəfʂɨ
обрету,ɐbrʲɪtu
туннели,tʊnɛlʲɪ
поёшь,pɐjɵʂ
политикам,pɐlʲitʲɪkəm
ворвалось,vɐrvaɫəsʲ
атриев,atrʲɪjɪf
ловкостям,ɫofkəsʲtʲəm
сомалийцах,səmɐlʲijt͡səx
марлею,marlʲɪjʊ
овна,ɐvna
заболело,zəbɐlʲeɫə
разгневаться,rɐzɡnʲevət͡sə
скривился,skrʲɪvʲiɫs⁽ʲ⁾ə
череньев,t͡ɕɪrʲenʲjɪf
переиздаю,pʲɪrʲɪɪzdɐju
еврейством,jɪvrʲejstvəm
гриппу,ɡrʲipʊ
зардейся,zɐrdʲejsʲə
ухоженный,ʊxoʐɨnːɨj
задевала,zədʲɪvaɫə
диплома,dʲɪpɫomə
библиотекам,bʲɪblʲɪɐtʲekəm
сигаре,sʲɪɡarʲe
былицам,bɨlʲit͡səm
товариществам,tɐvarʲɪɕːɪstvəm
турфирмою,turfʲirməjʊ
хромосоме,xrəmɐsomʲe
поведав,pɐvʲedəf
рассекреченный,rəsʲːɪkrʲet͡ɕɪnːɨj
сражающий,srɐʐajʉɕːɪj
поясками,pəjɪskamʲɪ
столяров,stəlʲɪrof
пропасть,prɐpasʲtʲ
струпу,strupʊ
старинкой,stɐrʲinkəj
выставкою,vɨstəfkəjʊ
заклеймила,zəklʲɪjmʲiɫə
лоскуты,ɫəskʊtɨ
бонистику,bɐnʲisʲtʲɪkʊ
привносив,prʲɪvnɐsʲif
пляжу,plʲaʐʊ
гомосексуализмах,ɡəməsɨksʊɐlʲizməx
приписываниям,prʲɪpʲisɨvənʲɪjəm
лесовозвращениях,lʲesəvəzvrɐɕːenʲɪjəx
ссылай,sːɨɫaj
прислоните,prʲɪsɫonʲɪtʲe
отерев,ɐtʲɪrʲef
кликнуть,klʲiknʊtʲ
завершении,zəvʲɪrʂɛnʲɪɪ
подмечаем,pədmʲɪt͡ɕæjɪm
привалу,prʲɪvaɫʊ
представительский,prʲɪt͡stɐvʲitʲɪlʲskʲɪj
вымер,vɨmʲɪr
калькам,kalʲkəm
разобранный,rɐzobrənːɨj
согрешить,səɡrʲɪʂɨtʲ
балалайку,bəɫɐɫajkʊ
цитадель,t͡sɨtɐdɛlʲ
увенчаются,ʊvʲɪnʲt͡ɕæjʊt͡sə
разговаривалась,rəzɡɐvarʲɪvəɫəsʲ
пертям,pʲertʲəm
паркингам,parkʲɪnɡəm
емлите,jemlʲɪtʲe
пастой,pastəj
элегантности,ɪlʲɪɡantnəsʲtʲɪ
приправляйте,prʲɪprɐvlʲæjtʲe
сечении,sʲɪt͡ɕenʲɪɪ
курсируем,kʊrsʲirʊjɪm
межевали,mʲɪʐɨvalʲɪ
хмуриться,xmurʲɪt͡sə
затрагиваешь,zɐtraɡʲɪvəjɪʂ
дешифруй,dɨʂɨfruj
гремевши,ɡrʲɪmʲefʂɨ
ехавший,jexəfʂɨj
возрождайтесь,vəzrɐʐdajtʲɪsʲ
опрокидываемся,ɐprɐkʲidɨvəjɪmsʲə
счастливца,ɕːɪs⁽ʲ⁾lʲift͡sə
солишь,solʲɪʂ
разгуливаем,rɐzɡulʲɪvəjɪm
затейнике,zɐtʲejnʲɪkʲe
перемкнутый,pʲɪrʲemknʊtɨj
проиллюстрируешь,prəɪlʲʊstrʲirʊjɪʂ
соблазнительно,səbɫɐzʲnʲitʲɪlʲnə
завидующий,zɐvʲidʊjʉɕːɪj
превысите,prʲɪvɨsʲɪtʲe
заголосила,zəɡəɫɐsʲiɫə
мигалке,mʲɪɡaɫkʲe
обозначилось,ɐbɐznat͡ɕɪɫəsʲ
подгоревши,pədɡɐrʲefʂɨ
дисциплинировало,dʲɪst͡sɨplʲɪnʲirəvəɫə
оцеплении,ɐt͡sɨplʲenʲɪɪ
неровни,nʲɪrɐvnʲi
проветренный,prɐvʲetrʲɪnːɨj
смайлика,smajlʲɪkə
зашумят,zəʂʊmʲat
команде,kɐmanʲdʲe
агностикам,ɐɡnosʲtʲɪkəm
выдерживаете,vɨdʲerʐɨvəjɪtʲe
настраивался,nɐstraɪvəɫs⁽ʲ⁾ə
удостоверяете,ʊdəstəvʲɪrʲæjɪtʲe
резки,rʲeskʲɪ
стука,stukə
очищению,ɐt͡ɕɪɕːenʲɪjʊ
недослушала,nʲɪdɐsɫuʂəɫə
блядь,blʲætʲ
стипендией,sʲtʲɪpʲenʲdʲɪjɪj
расставляю,rəsːtɐvlʲæjʊ
фарфоре,fɐrforʲe
замолчав,zəmɐɫt͡ɕaf
выветривались,vɨvʲetrʲɪvəlʲɪsʲ
волане,vɐɫanʲe
крестителями,krʲɪsʲtʲitʲɪlʲəmʲɪ
арменоведа,ɐrmʲɪnɐvʲedə
патикусе,patʲɪkʊsʲe
округлило,ɐkrʊɡlʲiɫə
векторах,vʲektərəx
царапинами,t͡sɐrapʲɪnəmʲɪ
обмываю,ɐbmɨvajʊ
писакою,pʲɪsakəjʊ
булавах,bʊɫɐvax
раздразню,rəzdrɐzʲnʲu
сводкой,svotkəj
шостакович,ʂɨstɐkovʲɪt͡ɕ
одалживаю,ɐdaɫʐɨvəjʊ
отрегулировалось,ɐtrʲɪɡʊlʲirəvəɫəsʲ
непосвящённых,nʲɪpəsvʲɪɕːɵnːɨx
сшивателям,ʂːɨvatʲɪlʲəm
зиганите,zʲɪɡɐnʲitʲe
чахотку,t͡ɕɪxotkʊ
рекурсию,rʲɪkursʲɪjʊ
краснеясь,krɐsʲnʲejɪsʲ
бельгиец,bʲɪlʲɡʲijɪt͡s
адрону,ɐdronʊ
опротестовывал,ɐprətʲɪstovɨvəɫ
папочки,papət͡ɕkʲɪ
коленья,kɐlʲenʲjə
мент,mʲent
лейтенанте,lʲɪjtʲɪnanʲtʲe
коммерциализируя,kəmʲɪrt͡sɨəlʲɪzʲirʊjə
щёлки,ɕːɵɫkʲɪ
сквирты,skvʲirtɨ
партийностью,pɐrtʲijnəsʲtʲjʊ
вкопать,fkɐpatʲ
тамбурам,tɐmburəm
матерят,mətʲɪrʲat
нелюдь,nʲelʲʉtʲ
нагрубим,nəɡrʊbʲim
концентрировались,kənt͡sɨntrʲirəvəlʲɪsʲ
примкамерами,prʲɪmkamʲɪrəmʲɪ
уранисту,ʊrɐnʲistʊ
поражаться,pərɐʐat͡sːə
полети,pəlʲɪtʲi
праматерику,pramətʲɪrʲɪku
полицае,pəlʲɪt͡saje
клёкоты,klʲɵkətɨ
подлиннике,podlʲɪnʲːɪkʲe
акколадам,ɐkɐɫadəm
параграфах,pɐraɡrəfəx
воспитатель,vəspʲɪtatʲɪlʲ
импровизируют,ɪmprəvʲɪzʲirʊjʊt
рационом,rət͡sɨonəm
рассекло,rəsʲːɪkɫo
неметчинах,nʲɪmʲet͡ɕːɪnəx
вёрсткою,vʲɵrstkəjʊ
поясницею,pəjɪsʲnʲit͡sɨjʊ
обруче,obrʊt͡ɕe
ликами,lʲikəmʲɪ
ровняло,rɐvnʲaɫə
паломниках,pɐɫomnʲɪkəx
сопеть,sɐpʲetʲ
разукрасят,rəzʊkrasʲət
ковырял,kəvɨrʲaɫ
прогремел,prəɡrʲɪmʲeɫ
непослушно,nʲɪpɐsɫuʂnə
стругачам,strʊɡɐt͡ɕam
какали,kakəlʲɪ
оцениваю,ɐt͡sɛnʲɪvəjʊ
лжах,ɫʐax
хищником,xʲiɕːnʲɪkəm
попугало,pəpʊɡaɫə
ласке,ɫaskʲe
горилками,ɡɐrʲiɫkəmʲɪ
расходах,rɐsxodəx
приобщить,prʲɪɐpɕːitʲ
ослабление,ɐsɫɐblʲenʲɪje
прихлёбывай,prʲɪxlʲɵbɨvəj
хромосомою,xrəmɐsoməjʊ
просрочивая,prɐsrot͡ɕɪvəjə
радиоприёмник,radʲɪəprʲɪjɵmnʲɪk
опечаткам,ɐpʲɪt͡ɕatkəm
сходам,sxodəm
переполняете,pʲɪrʲɪpɐɫnʲæjɪtʲe
посыпалась,pɐsɨpəɫəsʲ
наговаривавший,nəɡɐvarʲɪvəfʂɨj
мурующий,mʊrujʉɕːɪj
социумы,sot͡sɨʊmɨ
зелёнка,zʲɪlʲɵnkə
отнекиваясь,ɐtʲnʲekʲɪvəjɪsʲ
наверное,nɐvʲernəjə
усовершенствовалась,ʊsəvʲɪrʂɛnstvəvəɫəsʲ
тригонометрия,trʲɪɡənɐmʲetrʲɪjə
конюху,konʲʊxʊ
пророссийский,prərɐsʲijskʲɪj
надеть,nɐdʲetʲ
имущества,ɪmuɕːɪstvə
политинформации,pɐlʲitɨnfɐrmat͡sɨɪ
цедите,t͡sɨdʲitʲe
благостный,bɫaɡəsnɨj
сюртуками,sʲʊrtʊkamʲɪ
скамейке,skɐmʲejkʲe
возобновлялось,vəzəbnɐvlʲaɫəsʲ
нарядиться,nərʲɪdʲit͡sːə
трасянках,trɐsʲankəx
заныть,zɐnɨtʲ
палимпсесте,pəlʲɪmpsɛsʲtʲe
подгоняйте,pədɡɐnʲæjtʲe
унесённый,ʊnʲɪsʲɵnːɨj
лаптями,ɫɐptʲæmʲɪ
затрагивавший,zɐtraɡʲɪvəfʂɨj
затуманивайте,zətʊmanʲɪvəjtʲe
коллективизациях,kəlʲɪktʲɪvʲɪzat͡sɨjəx
гранку,ɡrankʊ
нахмуривши,nɐxmurʲɪfʂɨ
стульях,stulʲjəx
налегав,nəlʲɪɡaf
коем,kojɪm
защемишь,zəɕːɪmʲiʂ
идиосинкразии,ɪdʲɪəsʲɪnkrɐzʲiɪ
альцгеймеру,ɐlʲd͡zɡʲejmʲɪrʊ
белела,bʲɪlʲeɫə
